unit	cluster	hap1	hap2	purity	score
1732	0	39	23	0.6290	0.0000
1005	0	0	26	1.0000	222.3403
768	0	0	25	1.0000	243.1549
770	0	0	27	1.0000	192.7496
416	0	28	0	1.0000	0.0000
1459	0	11	9	0.5500	48.5267
727	0	14	8	0.6364	52.5299
527	0	0	24	1.0000	0.0000
1659	0	2	20	0.9091	54.2257
1086	0	33	2	0.9429	85.3594
1399	0	0	32	1.0000	135.6395
1687	0	0	24	1.0000	226.4879
283	1	0	22	1.0000	183.4874
683	0	17	3	0.8500	63.2130
1942	0	22	0	1.0000	50.0271
163	0	1	29	0.9667	67.0693
380	0	23	22	0.5111	109.6080
799	0	36	26	0.5806	0.0000
1253	0	30	0	1.0000	278.7810
1710	0	0	28	1.0000	305.9535
170	1	32	2	0.9412	108.9500
150	0	16	20	0.5556	1440.4547
450	0	1	30	0.9677	321.8406
696	1	21	1	0.9545	172.2507
1474	0	10	15	0.6000	41.8835
225	0	23	0	1.0000	227.2508
1612	1	21	0	1.0000	260.2402
246	0	17	13	0.5667	36.8911
1115	1	24	0	1.0000	197.0621
863	0	31	2	0.9394	120.6734
209	0	0	34	1.0000	251.5094
515	1	14	13	0.5185	52.8619
1373	1	14	8	0.6364	52.8011
62	0	5	25	0.8333	181.6728
76	0	22	0	1.0000	277.8342
899	1	30	0	1.0000	442.4155
581	1	0	31	1.0000	316.8318
318	0	32	0	1.0000	763.2707
1323	0	17	18	0.5143	87.2468
938	1	0	24	1.0000	156.2048
1420	0	20	22	0.5238	55.2119
1187	1	6	15	0.7143	50.3527
827	0	26	24	0.5200	0.0000
1322	0	1	33	0.9706	300.0982
1387	0	26	0	1.0000	255.5601
231	0	0	29	1.0000	0.0000
1491	0	26	18	0.5909	0.0000
448	0	30	3	0.9091	265.3079
1940	0	19	11	0.6333	227.6222
265	1	0	35	1.0000	218.0897
299	0	0	20	1.0000	0.0000
1932	0	8	12	0.6000	170.3324
16	1	14	16	0.5333	31.9989
387	0	0	38	1.0000	0.0000
286	1	1	18	0.9474	210.9519
329	1	0	29	1.0000	174.1524
173	0	35	0	1.0000	312.5714
1305	0	10	11	0.5238	39.8199
876	1	7	14	0.6667	111.8572
1490	0	21	20	0.5122	0.0000
524	1	11	14	0.5600	65.1613
994	0	29	0	1.0000	182.6961
20	0	13	23	0.6389	37.9839
1038	0	16	14	0.5333	40.2548
680	1	17	14	0.5484	60.8825
1131	0	25	21	0.5435	0.0000
4	0	28	0	1.0000	209.0514
15	1	39	4	0.9070	313.3247
1025	1	21	2	0.9130	78.6128
197	0	28	26	0.5185	0.0000
1062	0	9	17	0.6538	64.5836
609	0	13	17	0.5667	39.9881
828	0	23	23	0.5000	0.0000
965	0	5	22	0.8148	95.9058
591	1	4	19	0.8261	62.2185
202	0	30	0	1.0000	321.8609
244	0	27	3	0.9000	83.0463
1773	1	29	0	1.0000	351.0740
1571	1	0	34	1.0000	349.4399
1011	0	4	27	0.8710	153.2449
592	0	1	23	0.9583	135.9814
1853	0	29	26	0.5273	0.0000
1829	0	13	13	0.5000	86.4555
1191	1	0	28	1.0000	323.8551
550	0	30	29	0.5085	0.0000
1238	0	24	2	0.9231	137.6246
275	0	0	29	1.0000	0.0000
1380	1	0	22	1.0000	262.8475
664	0	30	0	1.0000	250.5598
1197	0	10	5	0.6667	36.7593
774	1	0	23	1.0000	244.4759
339	0	30	0	1.0000	0.0000
544	0	0	35	1.0000	0.0000
203	1	27	0	1.0000	188.8666
1536	1	0	26	1.0000	219.6388
778	1	34	1	0.9714	146.6401
1574	1	0	27	1.0000	181.7560
329	0	28	0	1.0000	174.1524
1569	0	17	36	0.6792	126.2556
1435	1	0	14	1.0000	229.3720
256	0	25	0	1.0000	0.0000
1926	0	22	21	0.5116	0.0000
152	1	23	15	0.6053	46.7128
311	1	0	36	1.0000	152.1543
68	0	25	3	0.8929	92.4734
959	0	26	2	0.9286	70.8284
51	0	0	24	1.0000	0.0000
1431	0	8	10	0.5556	55.0750
122	0	21	2	0.9130	116.1895
685	1	34	2	0.9444	75.8700
124	0	46	0	1.0000	188.4989
1003	1	0	26	1.0000	262.4053
1153	1	24	0	1.0000	86.8105
455	0	15	12	0.5556	793.2184
1174	0	10	31	0.7561	354.8027
5	0	30	0	1.0000	139.2348
1100	0	31	0	1.0000	497.1415
1466	1	8	10	0.5556	47.6156
786	0	29	0	1.0000	0.0000
1468	1	23	2	0.9200	72.3820
81	0	12	12	0.5000	47.2035
1201	0	18	1	0.9474	218.3317
886	1	27	0	1.0000	245.2967
1245	0	14	8	0.6364	46.9407
1724	0	34	0	1.0000	0.0000
902	0	0	33	1.0000	0.0000
1699	0	3	22	0.8800	88.3909
1446	1	1	35	0.9722	215.8299
1398	1	0	36	1.0000	384.9163
71	0	32	0	1.0000	86.5115
92	1	1	19	0.9500	317.1356
705	0	40	0	1.0000	0.0000
111	0	29	0	1.0000	336.4630
1697	0	27	1	0.9643	272.8356
891	0	32	24	0.5714	0.0000
298	0	0	24	1.0000	0.0000
1531	0	0	33	1.0000	0.0000
1004	0	16	1	0.9412	173.6598
1186	0	24	0	1.0000	322.1977
1689	0	15	13	0.5357	63.2660
712	0	15	8	0.6522	33.4076
1608	1	0	36	1.0000	301.7467
1731	1	10	13	0.5652	33.6165
523	0	8	11	0.5789	45.1258
1259	1	0	36	1.0000	204.2588
1629	0	23	0	1.0000	0.0000
826	0	30	31	0.5082	0.0000
1227	0	1	27	0.9643	148.9582
910	1	26	1	0.9630	178.7799
1817	0	20	20	0.5000	0.0000
1467	0	1	27	0.9643	327.1144
281	0	26	24	0.5200	0.0000
1797	0	16	18	0.5294	0.0000
59	0	2	20	0.9091	209.6296
1508	0	0	22	1.0000	0.0000
449	1	27	0	1.0000	224.1433
436	0	21	0	1.0000	272.3699
532	0	3	19	0.8636	78.7003
654	0	38	0	1.0000	290.3635
223	0	0	26	1.0000	84.5730
356	0	33	0	1.0000	328.4801
884	0	27	3	0.9000	87.7899
1818	0	25	19	0.5682	0.0000
1651	0	26	0	1.0000	360.5276
1667	1	0	20	1.0000	316.2483
1287	1	19	0	1.0000	234.2988
1443	1	0	24	1.0000	216.1495
1385	0	0	20	1.0000	315.8667
1021	0	12	22	0.6471	192.0808
194	0	13	13	0.5000	58.5048
1279	0	27	1	0.9643	77.5165
1685	1	20	0	1.0000	125.9470
533	0	1	21	0.9545	121.5373
1091	0	0	25	1.0000	0.0000
1031	0	0	30	1.0000	0.0000
1162	0	7	10	0.5882	39.2038
1176	2	31	0	1.0000	761.4675
537	0	0	32	1.0000	295.9268
216	1	12	12	0.5000	61.0297
839	0	8	9	0.5294	37.4652
290	0	22	0	1.0000	0.0000
328	0	28	0	1.0000	125.2360
1943	0	19	23	0.5476	0.0000
1830	0	11	10	0.5238	198.1831
1609	1	29	2	0.9355	74.6880
1220	1	22	0	1.0000	229.0916
647	0	0	31	1.0000	304.1905
806	0	5	15	0.7500	50.1567
1028	0	0	35	1.0000	0.0000
681	1	1	29	0.9667	83.7710
610	0	0	31	1.0000	347.2184
726	1	5	13	0.7222	55.4082
976	0	0	30	1.0000	226.6989
1521	1	8	13	0.6190	61.1666
1132	0	24	2	0.9231	57.0015
1623	1	1	21	0.9545	73.9817
1524	1	33	0	1.0000	140.2031
1254	0	8	11	0.5789	36.4447
1713	1	26	0	1.0000	244.7464
1340	0	24	22	0.5217	0.0000
96	0	8	24	0.7500	52.0475
507	1	24	1	0.9600	252.1958
1523	0	28	0	1.0000	308.7604
399	0	0	32	1.0000	0.0000
1032	0	0	30	1.0000	0.0000
5	1	0	21	1.0000	139.2348
596	0	29	0	1.0000	420.8269
326	0	28	0	1.0000	148.6251
620	0	22	26	0.5417	0.0000
1534	1	24	0	1.0000	260.5835
1796	1	2	20	0.9091	53.9157
1792	0	7	11	0.6111	123.4311
541	3	26	0	1.0000	1206.9387
1455	0	20	0	1.0000	0.0000
134	1	22	1	0.9565	250.7310
856	0	1	29	0.9667	229.0273
711	0	1	23	0.9583	70.7528
291	0	25	0	1.0000	0.0000
782	1	10	10	0.5000	84.2554
186	1	25	0	1.0000	267.8766
37	0	10	7	0.5882	37.1124
823	0	35	36	0.5070	0.0000
1212	1	24	0	1.0000	249.7045
1553	1	0	17	1.0000	194.5428
1117	1	1	18	0.9474	179.5834
141	0	38	0	1.0000	367.2083
1929	1	11	7	0.6111	49.5703
1146	0	22	26	0.5417	0.0000
836	1	24	3	0.8889	137.5080
1009	0	0	30	1.0000	0.0000
6	0	10	8	0.5556	34.4473
396	0	8	9	0.5294	41.2286
368	0	13	9	0.5909	69.5851
1604	0	0	36	1.0000	0.0000
1406	0	0	20	1.0000	0.0000
166	0	26	1	0.9630	236.7284
1839	0	11	12	0.5217	204.1735
1411	0	26	0	1.0000	333.1453
724	0	41	0	1.0000	359.7711
338	0	32	0	1.0000	0.0000
1681	0	30	0	1.0000	0.0000
252	1	11	11	0.5000	47.4605
158	0	18	1	0.9474	192.1734
1813	1	11	6	0.6471	38.3772
1150	1	33	2	0.9429	203.1896
55	1	16	4	0.8000	50.2327
409	0	0	17	1.0000	196.8200
1933	1	9	10	0.5263	280.7751
1541	0	33	23	0.5893	0.0000
348	1	32	1	0.9697	167.7749
254	0	33	21	0.6111	0.0000
1590	1	7	9	0.5625	41.0645
1078	1	0	29	1.0000	251.5256
898	0	25	0	1.0000	257.9746
1121	0	39	33	0.5417	0.0000
396	1	19	13	0.5938	41.2286
767	1	0	20	1.0000	207.2094
300	0	0	27	1.0000	0.0000
1927	0	21	2	0.9130	62.2171
1351	1	0	22	1.0000	309.8321
833	1	22	5	0.8148	76.1910
1315	0	28	0	1.0000	250.2987
208	1	23	0	1.0000	259.5954
1237	1	32	1	0.9697	118.4397
737	1	25	1	0.9615	141.5355
46	0	32	0	1.0000	0.0000
403	0	0	30	1.0000	0.0000
481	1	10	10	0.5000	39.2831
1128	1	13	9	0.5909	66.6495
957	0	9	16	0.6400	59.9280
850	1	0	27	1.0000	237.9724
352	1	28	0	1.0000	256.5619
242	0	26	0	1.0000	209.7453
1467	1	36	0	1.0000	327.1144
774	0	21	0	1.0000	244.4759
1311	1	2	27	0.9310	172.0477
236	1	21	0	1.0000	236.2478
318	3	9	7	0.5625	763.2707
571	0	0	25	1.0000	166.7631
1572	0	34	0	1.0000	301.8931
287	0	27	0	1.0000	0.0000
509	0	0	31	1.0000	0.0000
1626	1	21	0	1.0000	222.3001
797	1	16	9	0.6400	64.2902
765	0	35	0	1.0000	0.0000
246	1	8	16	0.6667	36.8911
215	1	10	18	0.6429	51.5502
205	0	20	15	0.5714	48.9362
274	0	0	30	1.0000	312.8517
1758	0	0	23	1.0000	0.0000
997	0	27	0	1.0000	283.1685
555	0	40	2	0.9524	339.0074
953	0	29	0	1.0000	0.0000
1673	0	21	0	1.0000	219.0406
379	0	0	39	1.0000	446.1271
265	0	16	0	1.0000	218.0897
1808	0	13	0	1.0000	0.0000
604	0	42	0	1.0000	416.9849
556	0	31	0	1.0000	55.0892
1207	0	0	28	1.0000	244.6417
400	1	11	12	0.5217	37.8528
451	1	17	13	0.5667	48.0926
862	0	21	13	0.6176	61.2794
1084	0	30	0	1.0000	96.6989
762	1	29	3	0.9062	104.6927
1665	1	10	21	0.6774	83.0711
1769	1	14	12	0.5385	51.9156
1149	0	0	32	1.0000	0.0000
1513	0	7	11	0.6111	55.4881
1138	0	23	25	0.5208	110.4497
98	0	14	6	0.7000	56.4038
441	1	10	10	0.5000	75.7280
494	1	0	28	1.0000	302.4596
1512	0	0	27	1.0000	342.2093
1766	1	21	12	0.6364	69.2123
423	0	0	28	1.0000	198.7428
215	0	16	13	0.5517	51.5502
1514	0	29	1	0.9667	273.6094
674	0	31	0	1.0000	222.5747
665	1	33	0	1.0000	176.4641
343	1	25	2	0.9259	59.0335
792	0	0	32	1.0000	224.8535
1090	0	0	33	1.0000	0.0000
698	0	12	13	0.5200	31.8526
251	0	15	11	0.5769	40.6201
1923	0	20	21	0.5122	0.0000
1440	0	0	27	1.0000	0.0000
1157	1	23	2	0.9200	74.4839
1587	0	29	0	1.0000	333.4625
1274	0	40	22	0.6452	0.0000
1717	1	26	1	0.9630	255.3831
136	0	0	29	1.0000	298.0736
1707	1	8	13	0.6190	53.2344
156	0	20	1	0.9524	220.8557
594	0	0	30	1.0000	403.2597
1126	0	27	30	0.5263	0.0000
1379	1	15	11	0.5769	37.1576
1026	1	23	0	1.0000	214.1963
585	1	6	24	0.8000	90.5052
364	0	0	35	1.0000	0.0000
139	0	18	1	0.9474	190.7508
714	0	28	0	1.0000	247.1030
1453	0	24	24	0.5000	0.0000
1814	0	20	13	0.6061	0.0000
1470	0	20	0	1.0000	200.4877
385	1	0	26	1.0000	287.1272
91	1	0	32	1.0000	267.5688
316	0	13	15	0.5357	45.5176
985	0	10	3	0.7692	58.2285
1322	1	30	0	1.0000	300.0982
1865	0	24	28	0.5385	0.0000
218	0	21	24	0.5333	47.2164
489	0	0	26	1.0000	219.3115
878	0	12	13	0.5200	31.5951
1075	0	19	0	1.0000	0.0000
795	1	0	31	1.0000	388.7106
1333	1	0	21	1.0000	173.1423
48	0	35	0	1.0000	0.0000
707	1	26	0	1.0000	269.9569
984	0	0	34	1.0000	294.8241
949	0	34	0	1.0000	0.0000
19	1	12	16	0.5714	44.2832
1575	0	0	32	1.0000	316.6958
1025	0	1	21	0.9545	78.6128
1354	1	29	0	1.0000	344.4464
1227	1	25	1	0.9615	148.9582
95	1	3	13	0.8125	34.8106
1622	0	25	1	0.9615	78.8391
736	1	6	19	0.7600	69.0303
912	1	0	28	1.0000	85.8106
1848	1	12	9	0.5714	329.4988
1143	0	0	27	1.0000	98.8957
607	0	0	30	1.0000	248.3267
1641	1	0	29	1.0000	314.4686
260	0	28	0	1.0000	497.3885
1682	1	17	12	0.5862	67.5567
1114	0	0	19	1.0000	286.6766
1253	1	1	25	0.9615	278.7810
1622	1	0	26	1.0000	78.8391
1678	1	0	14	1.0000	149.8381
483	1	24	0	1.0000	228.7276
625	1	7	19	0.7308	61.0402
678	1	12	18	0.6000	53.7674
963	0	3	19	0.8636	65.6410
230	0	0	28	1.0000	0.0000
429	0	26	1	0.9630	81.9586
1806	0	15	0	1.0000	0.0000
1523	1	0	29	1.0000	308.7604
839	1	14	14	0.5000	37.4652
1669	0	0	31	1.0000	287.9066
964	1	0	23	1.0000	140.2654
477	0	26	0	1.0000	199.6977
1738	0	14	4	0.7778	44.4651
436	1	0	23	1.0000	272.3699
463	1	26	0	1.0000	251.4483
866	0	23	0	1.0000	264.8941
171	0	32	0	1.0000	252.1231
699	1	22	3	0.8800	80.6488
439	0	31	0	1.0000	274.7373
452	1	0	30	1.0000	393.1748
1217	0	27	15	0.6429	46.6174
100	1	1	26	0.9630	74.2286
892	0	11	13	0.5417	58.7752
1402	0	0	27	1.0000	0.0000
453	0	26	0	1.0000	355.8553
832	0	18	4	0.8182	76.7716
176	0	28	26	0.5185	0.0000
1443	0	31	1	0.9688	216.1495
669	1	3	33	0.9167	101.8070
86	0	0	32	1.0000	362.2954
566	0	23	0	1.0000	0.0000
149	0	8	15	0.6522	44.1240
922	0	21	1	0.9545	76.8886
505	1	0	34	1.0000	315.7067
1613	0	22	0	1.0000	312.3255
1638	0	13	20	0.6061	36.6440
1296	1	35	0	1.0000	216.3697
153	2	15	12	0.5556	1089.4656
284	1	0	27	1.0000	260.3523
487	1	26	0	1.0000	297.7802
105	0	1	28	0.9655	147.3758
495	0	3	29	0.9062	57.5154
1737	1	2	14	0.8750	39.7402
921	0	20	1	0.9524	96.2574
1918	0	20	21	0.5122	0.0000
1702	1	5	19	0.7917	70.1731
200	3	32	0	1.0000	3372.0492
1756	0	23	0	1.0000	0.0000
360	2	0	24	1.0000	684.1267
579	0	0	32	1.0000	129.3203
643	1	14	10	0.5833	101.6078
567	0	22	0	1.0000	0.0000
1618	0	0	22	1.0000	903.5626
1306	0	28	26	0.5185	0.0000
1712	1	24	6	0.8000	64.2303
599	0	0	23	1.0000	251.3450
986	0	29	27	0.5179	0.0000
956	0	15	15	0.5000	52.0114
374	0	0	25	1.0000	0.0000
1161	0	12	15	0.5556	97.7058
1039	1	8	16	0.6667	57.0860
226	1	2	24	0.9231	91.8731
547	1	0	28	1.0000	649.2745
1645	1	22	0	1.0000	200.0521
1452	0	29	0	1.0000	221.0345
1746	0	1	19	0.9500	218.7205
167	0	3	31	0.9118	91.7590
969	0	0	33	1.0000	311.1813
1794	0	16	19	0.5429	0.0000
1803	0	6	5	0.5455	140.3402
537	1	31	0	1.0000	295.9268
500	0	25	0	1.0000	0.0000
785	0	24	0	1.0000	0.0000
519	0	0	24	1.0000	170.0611
248	1	9	16	0.6400	38.9770
569	1	25	0	1.0000	140.0456
1701	0	13	14	0.5185	32.6947
44	2	0	25	1.0000	1311.5147
147	0	0	32	1.0000	0.0000
1676	1	5	9	0.6429	125.7376
1839	1	14	18	0.5625	204.1735
742	0	26	0	1.0000	265.3651
1122	0	40	28	0.5882	0.0000
200	0	3	21	0.8750	3372.0492
1819	0	18	19	0.5135	0.0000
410	1	25	0	1.0000	231.7939
715	1	0	23	1.0000	245.7978
907	0	0	28	1.0000	0.0000
1365	0	22	0	1.0000	246.9673
1624	0	21	1	0.9545	90.1643
1176	1	0	32	1.0000	761.4675
383	1	22	1	0.9565	312.0299
467	0	3	25	0.8929	79.9215
672	0	29	0	1.0000	0.0000
1135	1	23	1	0.9583	117.4038
1045	1	31	1	0.9688	76.9894
1081	1	0	24	1.0000	256.6970
1	1	22	0	1.0000	336.6773
391	1	29	0	1.0000	295.0431
618	0	14	21	0.6000	38.7414
178	1	0	19	1.0000	123.2989
1106	1	22	0	1.0000	251.8957
1437	0	17	16	0.5152	396.6533
341	1	29	0	1.0000	384.4199
165	1	24	5	0.8276	87.6255
430	0	0	36	1.0000	0.0000
1937	0	21	23	0.5227	0.0000
1311	0	33	1	0.9706	172.0477
192	0	26	22	0.5417	0.0000
1403	1	0	30	1.0000	369.7828
251	1	16	13	0.5517	40.6201
280	1	19	11	0.6333	39.5368
1173	0	5	18	0.7826	250.4350
294	1	6	26	0.8125	67.9012
1487	0	0	29	1.0000	323.8621
1261	1	0	33	1.0000	401.4474
858	0	0	30	1.0000	560.5532
1931	0	15	6	0.7143	43.5452
77	0	1	29	0.9667	311.1722
960	1	0	23	1.0000	213.0320
779	0	24	2	0.9231	187.9966
552	1	5	23	0.8214	87.8169
813	0	22	22	0.5000	0.0000
401	1	0	25	1.0000	66.6231
1583	1	20	1	0.9524	158.1611
1731	0	16	14	0.5333	33.6165
455	1	29	0	1.0000	793.2184
1820	0	24	20	0.5455	0.0000
1460	0	15	12	0.5556	62.4755
1511	0	24	0	1.0000	256.8052
1662	0	0	26	1.0000	0.0000
375	1	0	27	1.0000	273.1137
375	0	29	1	0.9667	273.1137
487	0	0	26	1.0000	297.7802
408	1	0	19	1.0000	204.5708
1089	0	0	31	1.0000	0.0000
249	0	22	0	1.0000	89.5499
903	0	0	41	1.0000	0.0000
1013	1	0	25	1.0000	301.6627
273	1	31	0	1.0000	248.6712
499	0	27	0	1.0000	0.0000
1769	0	17	7	0.7083	51.9156
1233	0	30	0	1.0000	0.0000
1160	1	14	7	0.6667	44.0977
1054	0	0	27	1.0000	276.2401
546	0	0	27	1.0000	621.8635
671	0	24	0	1.0000	0.0000
12	0	27	0	1.0000	267.0312
1270	0	1	21	0.9545	340.0680
1363	0	0	25	1.0000	0.0000
757	0	28	24	0.5385	0.0000
432	1	24	0	1.0000	288.9687
261	0	0	35	1.0000	465.3904
310	0	6	16	0.7273	38.6941
1092	0	0	25	1.0000	0.0000
1302	0	32	0	1.0000	318.0278
118	0	24	19	0.5581	70.5467
548	0	28	33	0.5410	0.0000
1412	0	20	0	1.0000	0.0000
576	1	0	25	1.0000	110.4550
1551	0	32	0	1.0000	337.7160
564	0	5	24	0.8276	66.6244
1755	1	14	9	0.6087	36.3422
1380	0	26	0	1.0000	262.8475
1420	1	10	11	0.5238	55.2119
809	0	34	15	0.6939	0.0000
596	1	0	28	1.0000	420.8269
1733	0	23	0	1.0000	0.0000
688	0	0	25	1.0000	230.5614
637	0	0	24	1.0000	267.8257
1047	0	2	26	0.9286	73.6410
1499	0	0	32	1.0000	0.0000
1520	0	20	0	1.0000	631.6443
846	0	23	4	0.8519	58.9111
1748	1	28	0	1.0000	198.6858
1410	0	0	25	1.0000	276.1688
730	0	30	0	1.0000	249.0097
1290	0	33	20	0.6226	0.0000
1672	1	14	17	0.5484	60.9047
1071	0	26	0	1.0000	179.5958
1620	1	11	19	0.6333	58.6487
55	0	8	19	0.7037	50.2327
950	0	33	0	1.0000	0.0000
534	1	0	20	1.0000	136.0653
143	0	0	26	1.0000	0.0000
1675	0	27	0	1.0000	0.0000
489	1	31	0	1.0000	219.3115
104	1	29	2	0.9355	90.8416
1073	0	22	0	1.0000	0.0000
738	1	22	0	1.0000	146.7675
472	1	4	22	0.8462	86.9569
213	0	3	20	0.8696	64.6927
659	0	11	10	0.5238	63.1282
1195	1	33	1	0.9706	174.5234
996	0	0	26	1.0000	352.0094
1572	1	0	27	1.0000	301.8931
655	1	36	0	1.0000	270.8028
1816	1	18	9	0.6667	57.9215
213	1	23	3	0.8846	64.6927
1401	1	31	0	1.0000	317.2647
1639	1	0	20	1.0000	255.0524
512	0	14	17	0.5484	53.2767
10	1	26	2	0.9286	127.9710
1040	1	0	30	1.0000	255.8687
590	0	16	16	0.5000	82.5900
1843	0	2	23	0.9200	94.1202
271	0	28	0	1.0000	336.0619
324	1	9	8	0.5294	57.1818
18	1	0	22	1.0000	77.2543
136	1	23	0	1.0000	298.0736
673	0	32	0	1.0000	0.0000
1719	0	23	25	0.5208	0.0000
266	1	17	3	0.8500	194.0429
1621	0	22	27	0.5510	0.0000
1771	0	4	19	0.8261	71.2201
1831	1	6	9	0.6000	151.1698
1385	1	33	0	1.0000	315.8667
179	1	29	0	1.0000	71.8505
208	0	0	32	1.0000	259.5954
1866	0	24	31	0.5636	0.0000
815	0	26	2	0.9286	1464.2735
1098	0	0	28	1.0000	242.3387
88	0	7	12	0.6316	45.1290
1773	0	0	30	1.0000	351.0740
1183	0	20	25	0.5556	0.0000
1117	0	27	0	1.0000	179.5834
1495	1	1	22	0.9565	487.9784
479	0	30	23	0.5660	0.0000
522	1	13	6	0.6842	93.4510
1579	0	29	0	1.0000	233.8211
1384	0	8	9	0.5294	42.5194
698	1	9	14	0.6087	31.8526
1669	1	28	0	1.0000	287.9066
842	0	24	0	1.0000	279.5946
1282	0	17	14	0.5484	56.5399
225	1	0	24	1.0000	227.2508
370	0	23	10	0.6970	116.9706
1570	0	0	23	1.0000	0.0000
1148	0	0	31	1.0000	0.0000
427	1	21	22	0.5116	43.3444
1033	1	26	1	0.9630	100.0051
1162	1	24	20	0.5455	39.2038
1206	1	27	5	0.8438	78.9126
908	0	26	1	0.9630	89.5228
1249	1	14	10	0.5833	36.9012
1920	1	8	10	0.5556	143.7414
1165	0	20	4	0.8333	66.9011
366	0	0	34	1.0000	0.0000
419	1	27	0	1.0000	192.0462
1754	1	0	25	1.0000	271.3377
271	1	0	30	1.0000	336.0619
1336	0	7	9	0.5625	51.1126
377	1	0	32	1.0000	429.4369
1561	1	16	0	1.0000	198.3841
575	1	0	21	1.0000	233.6530
1501	0	0	32	1.0000	345.5844
1347	0	24	26	0.5200	81.7544
1284	1	19	3	0.8636	82.4114
1027	0	17	3	0.8500	110.6161
114	0	14	10	0.5833	41.7485
1896	0	10	6	0.6250	43.4931
1851	0	29	19	0.6042	0.0000
1596	0	0	38	1.0000	0.0000
691	1	1	27	0.9643	60.5921
167	1	27	4	0.8710	91.7590
683	1	3	23	0.8846	63.2130
746	1	23	0	1.0000	211.2414
1173	1	2	41	0.9535	250.4350
373	0	0	35	1.0000	265.3107
1862	1	12	5	0.7059	424.5036
1608	0	27	1	0.9643	301.7467
847	0	19	20	0.5128	0.0000
153	1	19	8	0.7037	1089.4656
452	0	22	0	1.0000	393.1748
1515	1	1	22	0.9565	210.3215
1179	0	21	3	0.8750	146.9347
78	1	4	4	0.5000	32.2054
232	0	0	43	1.0000	0.0000
932	0	7	23	0.7667	58.5900
1454	1	8	16	0.6667	83.2364
1651	1	0	25	1.0000	360.5276
1182	0	0	30	1.0000	0.0000
1787	0	22	20	0.5238	0.0000
582	1	9	19	0.6786	66.6998
1670	0	25	17	0.5952	0.0000
383	0	0	32	1.0000	312.0299
1798	0	17	15	0.5312	0.0000
934	0	12	11	0.5217	60.3104
574	1	21	0	1.0000	215.4196
1699	1	25	2	0.9259	88.3909
1111	1	0	26	1.0000	188.7059
486	1	23	0	1.0000	208.5144
474	0	3	27	0.9000	140.1228
717	0	0	29	1.0000	280.1498
947	1	10	13	0.5652	33.1455
1554	0	0	19	1.0000	298.4120
1751	0	29	0	1.0000	0.0000
530	0	0	24	1.0000	0.0000
2	0	43	0	1.0000	0.0000
1174	2	4	27	0.8710	354.8027
395	1	0	24	1.0000	298.0625
371	1	9	11	0.5500	113.1332
422	0	10	5	0.6667	37.6632
1170	0	0	22	1.0000	0.0000
885	1	18	8	0.6923	57.5797
1644	0	28	0	1.0000	344.6395
363	0	0	31	1.0000	0.0000
1334	0	6	21	0.7778	71.0169
206	1	14	3	0.8235	43.7372
60	0	0	19	1.0000	223.6689
24	1	0	27	1.0000	299.0175
1361	1	0	26	1.0000	164.1256
725	0	1	22	0.9565	82.3943
1736	0	30	0	1.0000	249.9317
549	0	28	32	0.5333	0.0000
461	1	21	11	0.6562	64.5793
1432	0	25	1	0.9615	61.7643
69	0	34	0	1.0000	0.0000
481	0	18	11	0.6207	39.2831
1764	0	18	1	0.9474	57.8649
1464	0	0	33	1.0000	0.0000
1349	0	0	27	1.0000	232.1070
1288	1	1	24	0.9600	105.4892
1328	0	26	0	1.0000	182.8290
666	0	35	0	1.0000	258.3651
1288	0	25	1	0.9615	105.4892
1376	0	27	0	1.0000	243.9700
719	1	18	0	1.0000	286.3196
982	0	20	0	1.0000	228.3189
1228	1	1	34	0.9714	156.3509
1891	0	22	23	0.5111	0.0000
1234	1	14	16	0.5333	55.0611
1764	1	2	28	0.9333	57.8649
106	1	35	0	1.0000	304.3026
1262	1	0	31	1.0000	405.5861
1896	1	11	9	0.5500	43.4931
687	1	0	30	1.0000	272.8022
193	0	33	22	0.6000	0.0000
1554	1	23	0	1.0000	298.4120
1739	1	0	30	1.0000	313.8956
551	0	14	16	0.5333	57.3233
1780	0	25	17	0.5952	0.0000
632	1	19	17	0.5278	84.8133
133	0	21	0	1.0000	266.1807
1936	0	23	20	0.5349	0.0000
113	0	7	13	0.6500	36.8328
1305	1	16	13	0.5517	39.8199
1614	0	0	24	1.0000	203.7068
1916	0	20	3	0.8696	61.3713
1616	1	0	32	1.0000	319.7796
660	0	20	23	0.5349	0.0000
1151	1	28	0	1.0000	272.7623
282	0	0	27	1.0000	311.3021
852	0	1	22	0.9565	153.6890
1723	0	0	26	1.0000	0.0000
874	1	12	19	0.6129	61.5183
873	0	9	8	0.5294	44.8901
1664	0	12	0	1.0000	172.1328
296	1	12	9	0.5714	43.9270
1145	1	0	29	1.0000	320.5706
38	1	22	0	1.0000	230.4077
253	0	1	24	0.9600	100.7861
1317	1	7	12	0.6316	52.0701
811	0	25	22	0.5319	0.0000
453	1	0	26	1.0000	355.8553
130	0	0	26	1.0000	0.0000
21	1	5	15	0.7500	53.1658
104	0	0	32	1.0000	90.8416
90	0	8	14	0.6364	49.7683
1482	1	1	21	0.9545	247.8671
1394	0	13	0	1.0000	0.0000
127	1	35	1	0.9722	251.1025
659	1	10	15	0.6000	63.1282
310	1	17	16	0.5152	38.6941
309	0	1	28	0.9655	196.6024
165	0	0	30	1.0000	87.6255
109	0	27	0	1.0000	199.6128
